aX,aY,aZ,gX,gY,gZ
0.501,-0.170,0.837,1.587,1.648,2.747
0.367,-0.156,0.890,1.160,1.038,3.174
0.449,-0.153,0.829,0.549,0.916,3.540
0.426,-0.165,0.899,-0.122,0.793,3.235
0.385,-0.132,0.842,-0.305,0.427,3.296
0.484,-0.165,0.897,0.183,0.488,2.808
0.337,-0.119,0.861,0.671,0.732,2.258
0.515,-0.166,0.879,1.343,1.038,1.587
0.319,-0.123,0.876,1.953,1.038,0.854
0.514,-0.164,0.852,2.441,1.221,0.549
0.338,-0.138,0.886,2.563,0.977,0.061
0.471,-0.153,0.832,2.197,0.671,0.000
0.384,-0.156,0.893,1.648,0.732,-0.122
0.407,-0.142,0.830,1.343,0.427,0.488
0.437,-0.169,0.895,1.038,0.366,1.160
0.341,-0.130,0.846,0.732,0.854,1.648
0.486,-0.171,0.884,0.732,1.648,2.136
0.312,-0.125,0.863,1.099,1.648,2.686
0.512,-0.171,0.863,1.465,1.526,3.479
0.321,-0.134,0.884,1.526,1.587,3.601
0.501,-0.166,0.847,1.892,1.953,3.540
0.362,-0.153,0.895,2.014,1.953,2.991
0.456,-0.154,0.832,1.770,1.953,2.625
0.428,-0.167,0.895,1.465,1.404,1.892
0.391,-0.138,0.839,1.038,0.916,1.526
0.478,-0.174,0.892,0.732,1.099,1.038
0.333,-0.130,0.855,0.732,0.977,0.977
0.511,-0.177,0.876,1.160,1.343,1.038
0.315,-0.130,0.871,1.099,1.221,1.099
0.511,-0.166,0.853,1.038,1.221,1.709
0.334,-0.136,0.887,0.916,1.221,1.953
0.475,-0.152,0.838,0.977,1.099,2.625
0.381,-0.149,0.898,1.099,1.282,2.747
0.416,-0.136,0.837,0.977,1.526,2.625
0.445,-0.161,0.898,1.221,1.892,2.319
0.361,-0.124,0.845,1.465,1.709,2.319
0.504,-0.170,0.880,1.526,1.587,2.197
0.325,-0.137,0.878,1.221,0.488,1.404
0.501,-0.167,0.843,1.221,0.549,1.343
0.356,-0.146,0.895,0.854,0.427,0.854
0.450,-0.145,0.838,0.793,0.610,0.732
0.411,-0.156,0.906,1.038,0.671,0.732
0.383,-0.133,0.844,1.404,0.793,1.221
0.469,-0.173,0.896,1.953,1.221,1.343
0.334,-0.130,0.851,2.075,1.282,1.770
0.508,-0.179,0.869,2.075,1.587,2.136
0.316,-0.134,0.864,1.465,1.404,2.075
0.515,-0.172,0.848,1.099,1.282,2.686
0.332,-0.139,0.886,0.671,0.793,2.808
0.477,-0.153,0.840,0.427,0.793,2.991
0.378,-0.150,0.901,0.549,0.916,2.747
0.419,-0.138,0.838,0.854,1.160,2.686
0.443,-0.162,0.899,1.404,1.221,2.136
0.362,-0.126,0.844,1.587,1.038,1.770
0.497,-0.171,0.885,1.892,1.160,1.526
0.324,-0.128,0.859,1.953,1.160,1.160
0.516,-0.175,0.864,2.014,1.160,0.916
0.322,-0.134,0.879,1.831,0.977,0.488
0.505,-0.163,0.846,1.587,1.282,0.488
0.353,-0.143,0.893,1.587,0.854,0.610
0.452,-0.150,0.834,1.770,0.854,1.343
0.409,-0.165,0.897,1.709,0.977,1.404
0.389,-0.140,0.836,1.221,0.854,1.709
0.468,-0.174,0.891,1.160,1.038,1.953
0.339,-0.130,0.850,0.732,1.099,2.075
0.511,-0.175,0.875,0.610,1.221,2.258
0.317,-0.128,0.871,0.549,0.854,2.319
0.511,-0.167,0.860,0.732,1.038,2.502
0.327,-0.132,0.894,0.977,1.038,2.136
0.475,-0.152,0.845,1.465,1.465,2.136
0.372,-0.150,0.898,2.075,1.709,1.892
0.419,-0.142,0.832,2.319,1.709,2.014
0.435,-0.169,0.891,2.319,1.892,1.526
0.364,-0.137,0.836,2.014,2.014,1.160
0.493,-0.176,0.878,1.709,1.709,0.977
0.324,-0.131,0.853,1.404,1.343,1.099
0.515,-0.175,0.864,1.343,1.282,1.343
0.316,-0.136,0.875,1.282,1.404,1.343
0.503,-0.171,0.850,1.404,1.587,1.770
0.348,-0.147,0.896,1.343,1.343,1.587
0.455,-0.152,0.840,1.343,1.648,1.770
0.409,-0.165,0.901,1.709,1.709,2.014
0.397,-0.141,0.837,1.404,1.587,2.441
0.475,-0.176,0.890,1.221,1.526,2.563
0.348,-0.131,0.848,0.793,1.160,2.625
0.516,-0.176,0.875,0.488,1.282,2.747
0.321,-0.128,0.869,-0.061,0.916,2.563
0.519,-0.167,0.858,0.122,1.038,2.441
0.331,-0.132,0.888,0.427,0.671,1.953
0.483,-0.151,0.840,0.793,0.793,1.648
0.373,-0.146,0.897,1.099,1.038,1.038
0.423,-0.137,0.833,1.282,1.221,0.916
0.434,-0.161,0.894,1.526,1.221,0.671
0.364,-0.129,0.837,1.648,1.038,0.854
0.486,-0.173,0.881,1.709,1.099,1.038
0.320,-0.126,0.855,1.404,1.038,1.526
0.512,-0.173,0.864,0.977,1.221,1.831
0.312,-0.130,0.877,0.732,1.587,2.075
0.499,-0.166,0.850,0.732,1.831,2.686
0.343,-0.144,0.897,0.610,1.953,2.808
0.455,-0.151,0.837,0.671,2.319,3.235
0.403,-0.156,0.898,0.854,2.197,3.296
0.398,-0.134,0.834,0.793,2.075,3.357
0.465,-0.167,0.890,0.977,2.075,3.174
0.342,-0.125,0.848,0.916,1.770,3.113
0.508,-0.172,0.875,1.221,2.075,2.563
0.321,-0.128,0.867,1.282,1.648,2.075
0.520,-0.169,0.856,1.587,1.465,2.014
0.332,-0.136,0.886,1.709,1.282,1.648
0.490,-0.158,0.840,1.648,1.465,1.587
0.377,-0.151,0.899,1.770,1.221,1.404
0.431,-0.145,0.837,1.648,1.404,1.343
0.438,-0.170,0.901,1.526,1.770,1.282
0.371,-0.137,0.845,1.343,1.709,1.587
0.496,-0.178,0.887,1.404,2.075,1.953
0.336,-0.131,0.858,1.038,1.770,2.258
0.526,-0.175,0.868,1.038,1.465,2.869
0.330,-0.131,0.878,0.732,1.526,2.869
0.519,-0.165,0.849,0.732,1.343,3.052
0.361,-0.144,0.893,0.854,0.977,2.747
0.473,-0.152,0.835,0.854,0.854,2.625
0.415,-0.157,0.897,0.854,0.671,1.831
0.410,-0.132,0.832,0.610,0.244,1.526
0.470,-0.162,0.891,0.671,-0.061,1.221
0.344,-0.121,0.846,0.610,-0.061,0.977
0.503,-0.166,0.880,0.732,0.305,0.916
0.310,-0.119,0.871,1.282,0.488,0.793
0.509,-0.163,0.860,1.648,1.038,0.793
0.320,-0.130,0.884,2.197,1.221,0.610
0.486,-0.156,0.835,2.502,1.465,1.160
0.372,-0.150,0.888,2.136,1.038,1.038
0.433,-0.145,0.825,1.953,0.244,1.770
0.430,-0.167,0.892,1.709,0.244,1.831
0.368,-0.137,0.838,1.099,0.427,1.831
0.483,-0.177,0.888,1.099,0.671,1.648
0.324,-0.131,0.859,0.854,0.854,1.465
0.513,-0.173,0.872,0.977,1.465,1.160
0.315,-0.130,0.878,1.038,1.648,0.732
0.506,-0.166,0.850,1.404,1.892,0.854
0.346,-0.141,0.891,1.648,1.953,0.610
0.466,-0.148,0.834,1.770,1.953,1.160
0.399,-0.156,0.897,1.831,1.892,1.465
0.405,-0.141,0.834,1.648,1.953,2.014
0.470,-0.175,0.892,1.465,1.892,2.258
0.358,-0.132,0.842,1.038,1.221,2.686
0.517,-0.173,0.875,0.610,0.854,3.052
0.331,-0.124,0.866,0.183,0.488,2.991
0.526,-0.167,0.863,0.122,0.427,2.869
0.333,-0.130,0.889,0.244,0.305,2.686
0.495,-0.154,0.848,0.732,0.244,2.319
0.371,-0.145,0.902,1.160,0.488,1.465
0.438,-0.141,0.837,1.465,0.671,1.099
0.430,-0.160,0.898,1.953,0.854,0.671
0.372,-0.129,0.837,2.014,0.793,0.427
0.482,-0.168,0.882,2.197,1.038,0.488
0.327,-0.125,0.849,2.319,0.977,0.549
0.510,-0.173,0.863,2.380,0.793,0.916
0.334,-0.148,0.890,1.709,0.732,1.587
0.460,-0.158,0.833,1.099,0.916,1.892
0.394,-0.159,0.896,0.916,0.854,2.075
0.400,-0.140,0.833,0.793,0.549,2.563
0.450,-0.168,0.895,0.732,0.916,2.625
0.341,-0.128,0.848,1.038,1.404,2.625
0.497,-0.173,0.881,1.465,1.648,2.502
0.313,-0.126,0.864,1.343,1.648,2.502
0.516,-0.171,0.857,1.526,1.953,2.441
0.327,-0.134,0.881,1.709,1.953,2.075
0.499,-0.161,0.839,1.526,1.770,2.136
0.372,-0.150,0.894,1.587,1.282,1.953
0.442,-0.142,0.834,1.221,1.160,2.075
0.429,-0.159,0.901,1.282,1.587,1.709
0.377,-0.129,0.843,1.465,1.465,1.831
0.485,-0.171,0.891,1.709,1.709,1.648
0.331,-0.128,0.859,1.770,1.709,1.831
0.516,-0.178,0.871,1.892,1.892,2.075
0.318,-0.137,0.872,1.892,1.831,1.831
0.512,-0.174,0.846,1.709,2.197,1.953
0.350,-0.145,0.887,1.343,2.136,1.892
0.479,-0.154,0.834,1.160,1.648,2.380
0.401,-0.155,0.899,1.038,1.038,2.747
0.414,-0.141,0.835,0.916,1.038,3.113
0.459,-0.173,0.894,1.282,1.160,2.808
0.359,-0.136,0.845,0.916,1.160,2.563
0.512,-0.178,0.878,0.732,0.977,2.197
0.328,-0.124,0.861,0.183,0.488,1.526
0.523,-0.164,0.859,0.244,0.427,1.221
0.323,-0.125,0.885,0.366,0.427,0.793
0.491,-0.151,0.845,0.732,0.732,0.916
0.360,-0.138,0.898,1.343,0.732,0.732
0.432,-0.135,0.837,1.770,0.671,1.160
0.416,-0.155,0.900,2.136,1.343,1.343
0.372,-0.129,0.836,2.258,1.709,1.465
0.474,-0.171,0.884,2.563,1.953,1.709
0.329,-0.127,0.844,2.075,1.953,1.892
0.514,-0.177,0.861,1.648,2.014,2.197
0.318,-0.129,0.865,1.099,1.709,2.502
0.516,-0.165,0.847,1.099,1.526,2.808
0.344,-0.138,0.891,1.221,1.282,2.502
0.477,-0.154,0.841,1.465,1.709,2.625
0.396,-0.159,0.902,1.892,1.526,2.075
0.424,-0.146,0.834,1.953,1.221,1.709
0.464,-0.174,0.894,1.892,0.793,1.343
0.363,-0.133,0.843,1.343,0.549,1.160
0.507,-0.176,0.881,1.160,1.038,0.977
0.324,-0.130,0.865,1.038,0.854,0.977
0.520,-0.175,0.865,1.343,1.160,1.221
0.326,-0.137,0.884,1.404,0.977,1.526
0.499,-0.164,0.844,1.404,1.221,1.953
0.361,-0.151,0.894,1.282,1.282,1.953
0.446,-0.150,0.832,1.160,1.343,2.197
0.421,-0.164,0.896,1.038,1.343,2.319
0.386,-0.133,0.835,0.793,1.343,2.319
0.482,-0.171,0.887,0.977,1.343,2.441
0.337,-0.127,0.849,0.854,0.977,2.563
0.516,-0.173,0.868,1.160,0.793,2.563
0.317,-0.126,0.869,1.038,0.488,2.197
0.515,-0.163,0.850,1.038,0.793,2.136
0.342,-0.134,0.889,1.099,0.366,1.465
0.477,-0.150,0.838,1.465,0.244,1.404
0.388,-0.150,0.899,1.587,0.427,0.916
0.413,-0.136,0.835,1.770,0.488,0.793
0.445,-0.164,0.897,1.831,0.977,0.366
0.351,-0.128,0.844,1.526,1.099,0.427
0.493,-0.174,0.882,1.648,1.648,0.793
0.317,-0.128,0.860,1.465,1.648,1.282
0.515,-0.174,0.859,1.465,1.892,2.380
0.319,-0.135,0.879,1.160,1.648,2.808
0.500,-0.165,0.842,0.977,1.831,3.479
0.363,-0.149,0.893,1.099,1.648,3.540
0.454,-0.151,0.834,1.282,1.343,3.906
0.426,-0.167,0.898,1.221,1.221,3.479
0.395,-0.140,0.838,1.099,1.343,2.991
0.485,-0.175,0.890,0.916,1.343,2.136
0.342,-0.127,0.851,0.671,0.916,1.587
0.513,-0.175,0.872,0.793,0.916,1.038
0.318,-0.123,0.872,1.038,0.793,0.549
0.516,-0.165,0.854,1.221,0.732,0.549
0.332,-0.137,0.888,1.221,0.549,0.671
0.476,-0.154,0.837,1.404,0.916,1.160
0.382,-0.153,0.897,1.465,1.038,1.526
0.418,-0.139,0.832,1.404,0.916,2.075
0.448,-0.165,0.893,1.343,0.916,2.686
0.361,-0.129,0.839,1.099,0.610,3.174
0.500,-0.172,0.880,1.221,0.793,3.174
0.322,-0.125,0.861,1.038,0.793,3.052
0.517,-0.169,0.865,0.977,1.282,2.686
0.318,-0.128,0.881,1.221,1.282,1.953
0.500,-0.157,0.846,1.526,1.709,1.526
0.357,-0.142,0.894,1.831,1.587,1.099
0.455,-0.146,0.830,2.075,1.526,1.221
0.417,-0.162,0.895,2.197,1.038,1.038
0.391,-0.139,0.834,1.953,0.854,1.404
0.475,-0.175,0.888,1.892,1.099,1.282
0.338,-0.131,0.848,1.465,0.793,1.160
0.515,-0.176,0.873,1.343,0.977,1.221
0.320,-0.127,0.868,1.282,0.671,1.343
0.516,-0.167,0.854,1.404,0.916,1.709
0.336,-0.138,0.888,1.404,0.732,1.587
0.480,-0.157,0.840,1.343,0.732,1.770
0.380,-0.156,0.900,1.404,1.099,1.648
0.422,-0.145,0.835,1.465,1.343,1.587
0.446,-0.168,0.896,1.404,1.404,1.587
0.361,-0.130,0.841,1.099,1.343,1.892
0.498,-0.172,0.881,1.038,1.526,2.380
0.324,-0.125,0.859,1.160,0.916,2.747
0.517,-0.171,0.863,1.221,1.099,3.174
0.322,-0.131,0.878,1.038,0.854,2.930
0.501,-0.163,0.845,1.465,0.916,2.808
0.356,-0.142,0.893,1.404,0.916,2.136
0.456,-0.147,0.834,1.404,1.221,1.831
0.414,-0.158,0.899,1.648,1.282,1.221
0.392,-0.134,0.836,2.075,1.282,0.977
0.469,-0.172,0.892,2.197,1.526,0.427
0.337,-0.131,0.851,2.075,1.709,0.183
0.510,-0.180,0.874,2.258,1.892,0.305
0.318,-0.135,0.865,2.014,1.587,0.610
0.515,-0.177,0.852,1.770,1.587,1.099
0.372,-0.124,0.845,0.488,1.038,3.357
0.502,-0.164,0.887,0.854,0.977,3.113
0.332,-0.117,0.859,1.282,0.854,2.563
0.524,-0.164,0.865,1.892,1.038,2.319
0.326,-0.125,0.875,2.075,0.854,1.648
0.511,-0.160,0.841,2.258,0.671,1.221
0.357,-0.143,0.886,2.197,0.244,0.610
0.458,-0.150,0.829,1.892,0.000,0.610
0.406,-0.160,0.894,1.526,0.305,0.000
0.389,-0.138,0.835,1.282,0.549,0.000
0.461,-0.172,0.894,1.038,0.732,0.122
0.331,-0.127,0.854,1.038,0.793,0.671
0.502,-0.172,0.880,1.648,1.282,1.221
0.310,-0.127,0.871,1.892,1.587,2.014
0.511,-0.172,0.856,2.014,1.892,3.113
0.328,-0.142,0.885,2.014,1.892,3.540
0.484,-0.163,0.835,1.770,1.892,3.967
0.384,-0.157,0.892,1.587,1.648,3.723
0.434,-0.148,0.828,1.221,1.038,3.845
0.450,-0.171,0.892,0.671,0.916,3.357
0.377,-0.135,0.838,0.366,0.488,2.869
0.499,-0.177,0.884,0.427,0.305,2.197
0.329,-0.129,0.859,0.244,0.305,1.587
0.520,-0.174,0.870,0.488,0.488,1.038
0.318,-0.130,0.882,0.793,0.427,0.610
0.502,-0.161,0.851,1.404,0.854,0.793
0.348,-0.143,0.897,1.831,1.099,0.671
0.455,-0.152,0.837,2.075,1.343,1.221
0.403,-0.163,0.897,2.197,1.465,1.404
0.397,-0.142,0.832,1.831,1.282,1.953
0.469,-0.175,0.886,1.587,1.160,2.319
0.346,-0.132,0.842,0.793,0.671,2.686
0.510,-0.176,0.871,0.366,0.732,2.686
0.318,-0.126,0.865,0.122,0.488,2.502
0.514,-0.166,0.857,0.183,0.427,2.686
0.328,-0.130,0.889,0.305,0.549,2.197
0.484,-0.151,0.845,1.038,1.038,2.014
0.371,-0.146,0.901,1.709,1.099,1.404
0.428,-0.141,0.835,2.014,1.404,1.343
0.438,-0.165,0.895,2.258,1.770,0.916
0.368,-0.134,0.838,2.014,1.404,1.038
0.490,-0.176,0.881,1.831,1.526,1.038
0.327,-0.130,0.853,1.404,1.587,1.282
0.519,-0.175,0.863,1.160,1.343,1.709
0.323,-0.130,0.875,0.854,0.732,2.197
0.509,-0.164,0.849,0.854,0.854,2.686
0.349,-0.144,0.896,0.854,1.099,2.686
0.463,-0.153,0.840,0.854,1.282,2.869
0.406,-0.156,0.901,1.099,1.221,2.441
0.403,-0.135,0.838,1.221,1.221,2.197
0.470,-0.167,0.894,1.404,1.465,1.892
0.351,-0.125,0.848,1.343,1.343,1.648
0.511,-0.170,0.878,1.648,1.282,1.648
0.321,-0.124,0.868,1.953,1.221,1.587
0.520,-0.170,0.856,2.136,1.160,1.587
0.331,-0.138,0.880,2.258,0.793,1.343
0.489,-0.163,0.834,1.770,0.549,1.404
0.374,-0.155,0.891,1.099,0.427,1.160
0.435,-0.147,0.833,0.610,0.305,1.282
0.433,-0.164,0.901,0.366,0.244,1.343
0.369,-0.131,0.848,0.305,0.427,1.526
0.487,-0.173,0.893,0.916,0.916,1.526
0.325,-0.126,0.859,1.587,1.038,1.648
0.513,-0.173,0.867,1.953,1.343,1.709
0.318,-0.131,0.872,1.892,1.404,1.709
0.508,-0.166,0.844,1.709,1.343,1.953
0.346,-0.140,0.888,1.709,0.854,1.770
0.461,-0.150,0.836,1.648,0.977,1.953
0.395,-0.157,0.898,1.709,1.099,1.770
0.397,-0.138,0.835,1.526,1.160,1.526
0.462,-0.172,0.890,1.526,1.038,1.343
0.349,-0.133,0.843,1.343,0.549,1.404
0.509,-0.178,0.872,1.160,0.793,1.465
0.321,-0.131,0.864,0.671,0.549,1.587
0.518,-0.173,0.861,0.671,0.854,1.465
0.328,-0.136,0.889,0.854,0.854,1.465
0.488,-0.158,0.848,1.404,0.977,1.770
0.369,-0.148,0.902,1.709,1.038,1.587
0.434,-0.146,0.837,1.953,1.343,1.770
0.431,-0.167,0.899,1.953,1.648,1.160
0.373,-0.137,0.839,1.770,1.526,1.221
0.487,-0.176,0.884,1.465,1.526,1.404
0.326,-0.127,0.853,0.916,1.221,1.526
0.515,-0.172,0.867,0.854,1.465,1.831
0.316,-0.127,0.875,0.916,1.343,2.075
0.503,-0.162,0.849,1.282,1.282,2.625
0.340,-0.141,0.891,1.526,1.282,2.563
0.461,-0.151,0.834,1.526,1.404,2.686
0.398,-0.155,0.896,1.587,1.648,2.441
0.403,-0.135,0.834,1.709,1.587,2.441
0.462,-0.167,0.891,2.014,1.770,2.014
0.351,-0.128,0.845,1.953,1.587,1.831
0.510,-0.176,0.877,2.258,1.343,1.709
0.324,-0.132,0.863,2.197,1.282,1.648
0.521,-0.178,0.858,2.136,1.404,1.648
0.333,-0.145,0.883,1.526,1.221,1.587
0.496,-0.169,0.841,0.977,0.977,1.648
0.370,-0.155,0.897,0.610,0.977,1.770
0.440,-0.146,0.837,0.244,1.343,1.892
0.433,-0.161,0.900,0.122,1.343,1.953
0.375,-0.127,0.843,0.488,1.099,2.319
0.488,-0.167,0.889,0.793,1.343,2.625
0.333,-0.120,0.855,1.221,1.038,2.747
0.519,-0.166,0.868,1.709,0.977,2.808
0.319,-0.124,0.873,1.953,0.916,2.441
0.509,-0.163,0.845,2.197,1.038,2.014
0.346,-0.140,0.885,2.258,0.854,1.465
0.470,-0.152,0.830,1.953,0.671,1.282
0.399,-0.156,0.895,1.709,0.427,0.732
0.404,-0.138,0.834,1.526,0.671,0.549
0.457,-0.170,0.896,1.526,0.854,0.427
0.347,-0.132,0.849,1.526,0.732,0.610
0.499,-0.180,0.883,1.770,0.916,0.916
0.313,-0.135,0.868,1.526,1.160,1.221
0.514,-0.180,0.860,1.526,1.831,1.648
0.326,-0.143,0.881,1.404,1.709,1.953
0.494,-0.165,0.838,1.099,1.587,2.563
0.371,-0.152,0.893,0.854,1.465,2.869
0.439,-0.149,0.832,0.610,1.038,3.357
0.429,-0.167,0.897,0.366,1.160,2.930
0.338,-0.119,0.855,0.732,0.183,2.075
0.521,-0.167,0.873,1.282,0.305,1.831
0.320,-0.125,0.878,1.770,0.305,1.282
0.510,-0.167,0.852,2.380,0.610,1.038
0.341,-0.142,0.888,2.441,0.732,0.610
0.464,-0.153,0.834,1.953,0.671,0.427
0.390,-0.155,0.896,1.526,0.916,0.122
0.402,-0.136,0.836,1.038,1.038,0.671
0.454,-0.165,0.899,1.221,0.977,1.160
0.344,-0.126,0.851,1.404,1.099,2.136
0.496,-0.176,0.880,1.892,1.709,2.808
0.313,-0.132,0.862,1.892,1.831,3.113
0.515,-0.179,0.855,1.770,2.258,3.357
0.331,-0.142,0.875,1.343,1.770,3.052
0.501,-0.164,0.835,0.977,0.916,3.235
0.372,-0.148,0.891,0.793,0.305,2.930
0.443,-0.146,0.836,0.610,0.305,2.808
0.426,-0.163,0.905,0.916,0.366,2.075
0.377,-0.135,0.848,1.221,0.916,1.465
0.481,-0.175,0.893,1.892,1.343,0.916
0.329,-0.130,0.855,1.953,1.160,0.488
0.518,-0.178,0.866,2.014,1.526,0.427
0.321,-0.134,0.869,1.770,0.732,0.549
0.514,-0.172,0.847,1.648,0.549,1.282
0.343,-0.147,0.888,1.465,0.427,1.648
0.468,-0.160,0.837,1.282,0.488,2.075
0.391,-0.160,0.900,0.977,0.671,1.953
0.403,-0.140,0.838,0.610,0.671,2.136
0.450,-0.168,0.899,0.916,1.099,1.831
0.345,-0.128,0.849,1.038,1.282,1.648
0.501,-0.174,0.880,1.221,1.770,1.831
0.318,-0.126,0.862,1.343,1.404,1.953
0.515,-0.170,0.857,1.709,1.587,2.197
0.325,-0.136,0.878,1.526,1.465,2.014
0.494,-0.163,0.840,1.587,1.282,2.258
0.367,-0.150,0.894,1.465,0.916,2.014
0.442,-0.148,0.833,1.282,0.793,2.075
0.426,-0.164,0.898,1.404,0.671,1.526
0.376,-0.135,0.838,1.221,0.916,1.099
0.481,-0.173,0.888,1.343,1.282,0.854
0.330,-0.127,0.856,1.465,1.221,0.549
0.512,-0.174,0.872,1.709,1.221,0.610
0.312,-0.133,0.875,1.770,1.160,0.916
0.505,-0.173,0.849,1.770,1.709,1.343
0.341,-0.147,0.885,1.526,1.709,1.465
0.471,-0.158,0.832,1.160,1.282,2.136
0.395,-0.158,0.894,0.732,0.916,2.563
0.411,-0.141,0.835,0.183,0.854,2.686
0.456,-0.171,0.900,0.122,1.160,2.625
0.352,-0.133,0.854,0.305,1.221,2.380
0.506,-0.179,0.885,0.977,1.648,1.892
0.326,-0.132,0.864,1.160,1.465,1.343
0.525,-0.177,0.856,1.160,1.465,1.282
0.329,-0.138,0.878,0.916,0.793,1.221
0.495,-0.159,0.843,0.671,0.732,1.221
0.364,-0.143,0.901,0.671,0.916,1.099
0.439,-0.142,0.844,1.160,1.343,1.526
0.421,-0.161,0.908,1.831,1.526,1.709
0.377,-0.133,0.844,2.319,1.831,1.709
0.483,-0.172,0.888,2.319,1.892,1.709
0.334,-0.124,0.848,1.770,1.526,1.770
0.519,-0.169,0.865,1.221,1.343,1.953
0.319,-0.124,0.870,0.854,0.977,2.136
0.513,-0.162,0.849,1.038,0.916,2.563
0.341,-0.134,0.888,1.160,0.732,2.686
0.468,-0.147,0.834,1.404,0.793,2.869
0.391,-0.150,0.895,1.648,1.038,2.502
0.411,-0.136,0.832,1.648,0.977,2.502
0.454,-0.167,0.894,2.014,0.854,2.136
0.351,-0.132,0.844,2.136,0.854,2.075
0.502,-0.181,0.879,2.380,1.221,1.587
0.321,-0.136,0.861,2.380,1.038,1.221
0.518,-0.180,0.857,2.014,1.038,1.099
0.326,-0.142,0.880,1.648,0.854,0.793
0.494,-0.168,0.844,1.465,0.916,0.977
0.360,-0.155,0.901,1.404,0.854,0.977
0.437,-0.154,0.839,1.465,1.160,1.404
0.421,-0.171,0.902,1.709,1.343,1.526
0.376,-0.141,0.842,1.892,1.160,2.136
0.479,-0.183,0.887,1.831,1.465,2.258
0.331,-0.139,0.849,1.526,1.526,2.563
0.513,-0.183,0.865,1.343,1.404,2.625
0.318,-0.135,0.868,0.854,1.221,2.380
0.511,-0.168,0.848,0.549,1.404,2.319
0.340,-0.138,0.888,0.427,1.099,1.770
0.473,-0.150,0.838,0.977,1.282,1.526
0.393,-0.155,0.900,1.648,1.221,1.099
0.413,-0.143,0.836,2.014,1.221,1.038
0.457,-0.176,0.892,2.136,1.343,0.549
0.356,-0.140,0.841,1.831,0.793,0.366
0.505,-0.186,0.878,1.221,1.099,0.305
0.321,-0.137,0.859,0.610,0.916,0.549
0.517,-0.175,0.859,0.061,0.793,0.793
0.320,-0.132,0.883,-0.427,0.671,1.160
0.490,-0.156,0.849,-0.244,0.793,1.770
0.357,-0.142,0.901,0.305,0.977,2.075
0.437,-0.143,0.839,0.916,1.465,2.563
0.420,-0.160,0.899,1.404,1.831,2.625
0.381,-0.133,0.836,1.648,1.648,2.563
0.483,-0.173,0.885,1.648,1.892,2.136
0.335,-0.127,0.850,1.282,1.831,1.892
0.517,-0.175,0.868,1.404,1.770,1.770
0.319,-0.129,0.871,1.282,1.343,1.587
0.513,-0.168,0.850,1.343,1.465,1.709
0.340,-0.143,0.889,1.221,1.282,1.709
0.471,-0.157,0.839,1.160,1.648,1.892
0.390,-0.159,0.899,1.160,1.709,1.526
0.412,-0.142,0.836,0.854,1.404,1.831
0.454,-0.169,0.894,0.977,1.465,1.892
0.353,-0.129,0.845,0.977,1.343,1.953
0.502,-0.175,0.880,1.038,1.526,2.075
0.322,-0.127,0.860,1.282,1.221,1.953
0.517,-0.171,0.857,1.465,1.099,2.014
0.324,-0.132,0.878,1.404,0.916,1.648
0.496,-0.161,0.841,1.282,1.282,1.465
0.361,-0.149,0.894,1.282,1.160,1.160
0.442,-0.148,0.834,1.221,1.160,1.343
0.422,-0.166,0.897,1.099,1.160,1.221
0.383,-0.139,0.839,1.038,0.977,1.404
0.480,-0.177,0.888,1.221,1.038,1.587
0.315,-0.134,0.874,1.099,1.343,2.014
0.511,-0.171,0.855,1.038,1.404,2.319
0.342,-0.144,0.891,1.099,1.526,2.380
0.477,-0.158,0.839,1.099,1.587,2.686
0.399,-0.158,0.897,1.282,1.648,2.441
0.420,-0.140,0.834,1.343,1.221,2.441
0.457,-0.166,0.894,1.221,1.160,2.197
0.358,-0.126,0.844,0.793,1.221,1.892
0.504,-0.172,0.881,1.160,1.160,1.709
0.323,-0.124,0.861,1.343,0.732,1.526
0.518,-0.168,0.860,1.526,0.854,1.282
0.324,-0.130,0.880,1.343,0.977,1.099
0.497,-0.159,0.844,1.343,1.099,1.221
0.362,-0.146,0.896,1.465,1.038,1.099
0.442,-0.148,0.835,1.526,1.221,1.404
0.419,-0.165,0.898,1.770,1.587,1.221
0.384,-0.138,0.835,1.648,1.526,1.404
0.482,-0.175,0.886,1.709,1.282,1.587
0.334,-0.126,0.850,1.526,0.854,2.075
0.514,-0.172,0.869,1.404,1.160,2.319
0.316,-0.128,0.872,1.587,0.916,2.502
0.511,-0.168,0.854,1.465,1.160,2.869
0.343,-0.143,0.892,1.709,1.282,2.380
0.480,-0.160,0.839,1.953,1.221,2.197
0.398,-0.162,0.895,1.953,0.977,1.709
0.423,-0.150,0.829,1.709,0.916,1.526
0.460,-0.176,0.891,1.587,0.732,0.977
0.359,-0.134,0.844,1.099,0.427,0.610
0.501,-0.178,0.881,0.916,0.549,0.427
0.317,-0.130,0.865,0.977,0.488,0.488
0.516,-0.176,0.866,1.099,0.671,0.916
0.322,-0.138,0.884,1.343,0.854,1.160
0.494,-0.165,0.844,1.465,1.038,1.770
0.359,-0.151,0.892,1.282,1.099,1.953
0.440,-0.150,0.831,0.854,1.221,2.441
0.417,-0.163,0.896,0.671,1.282,2.502
0.378,-0.130,0.841,0.610,1.099,2.808
0.474,-0.167,0.892,1.038,1.465,2.930
0.326,-0.123,0.855,1.465,1.709,3.052
0.509,-0.173,0.870,2.136,2.075,3.052
0.321,-0.132,0.865,2.319,2.075,2.502
